Type,Name,DisplayName,ResponsibleTeam,Manufacturer,Supplier,SerialNumber,ParentName,StationIdentifier,ClientPcHostname,Metadata,PinnedObjectHandle,OrganizationId,StorageLocation,EquipmentStatus,MachineId,StockQuantity,MinStockThreshold,IsStockItem,Technology,MachineType,GroupId
ClientPc,IPC-L07-OP030-DEDICATED,IPC-L07-OP030-DEDICATED (Dedicated 1:1 Controller),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-PC-0043,,L07-OP030,IPC-L07-OP030-DEDICATED,"{""IPAddress"": ""192.168.10.44"", ""OperatingSystem"": ""Windows 10 IoT Enterprise 2021 LTSC"", ""Model"": ""Embedded PC C6030 Fanless"", ""TwinCATProject"": ""TC3_Line07_Cell030.tsproj (Port 851)"", ""MESClient"": ""Audi MES Production Client v3.1"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L07-OP030,org-line-07,Control Cabinet L07-OP030,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L07-CONVEYOR-MAIN,IPC-L07-CONVEYOR-MAIN (Master Conveyor 1:n PLC),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-SYNTH-PC-0044,,L07-OP010,IPC-L07-CONVEYOR-MAIN,"{""IPAddress"": ""192.168.10.45"", ""OperatingSystem"": ""Windows 11 IoT Enterprise LTSC 2024"", ""Model"": ""SIMATIC IPC477E Industrial"", ""TwinCATProject"": ""TC3_Line07_PalletLoop.tsproj (Port 851)"", ""MESClient"": ""Siemens Opcenter Connector v4.2"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L07-OP010,org-line-07,Control Cabinet L07-OP010,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L07-ROB-ALPHA,IPC-L07-ROB-ALPHA (Distributed m:n Cell),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-SYNTH-PC-0045,,L07-OP080,IPC-L07-ROB-ALPHA,"{""IPAddress"": ""192.168.10.46"", ""OperatingSystem"": ""Windows 10 IoT Enterprise"", ""Model"": ""Advantech UNO-2484G Fanless Edge"", ""TwinCATProject"": ""TC3_Line07_RoboticsShared.tsproj (Port 851)"", ""MESClient"": ""KUKA KRC4 Edge Telemetry Connector"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L07-OP080,org-line-07,Control Cabinet L07-OP080,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L07-ROB-BETA,IPC-L07-ROB-BETA (Distributed m:n Cell),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-SYNTH-PC-0046,,L07-OP080,IPC-L07-ROB-BETA,"{""IPAddress"": ""192.168.10.47"", ""OperatingSystem"": ""Windows 10 IoT Enterprise"", ""Model"": ""Advantech UNO-2484G Fanless Edge"", ""TwinCATProject"": ""TC3_Line07_RoboticsShared.tsproj (Port 851)"", ""MESClient"": ""KUKA KRC4 Edge Telemetry Connector"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L07-OP080,org-line-07,Control Cabinet L07-OP080,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L07-OP060-PLC,IPC-L07-OP060-PLC (Motion & Safety PLC),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-PC-0047,,L07-OP060,IPC-L07-OP060-PLC,"{""IPAddress"": ""192.168.10.48"", ""OperatingSystem"": ""Windows 11 IoT Enterprise"", ""Model"": ""Embedded PC C6032 High-Perf"", ""TwinCATProject"": ""TC3_Line07_LaserMotion.tsproj (Port 851)"", ""MESClient"": ""Beckhoff ADS Telemetry Streamer"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L07-OP060,org-line-07,Control Cabinet L07-OP060,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L07-OP060-VISION,IPC-L07-OP060-VISION (Real-time Vision Inspector),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-SYNTH-PC-0048,,L07-OP060,IPC-L07-OP060-VISION,"{""IPAddress"": ""192.168.10.49"", ""OperatingSystem"": ""Windows 10 IoT Enterprise"", ""Model"": ""Dell OptiPlex 7090 Micro Edge"", ""TwinCATProject"": ""Vision GigE Cam Driver active"", ""MESClient"": ""Cognex In-Sight Explorer 6.5.0 Connector"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L07-OP060,org-line-07,Control Cabinet L07-OP060,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L07-OP060-MES-GATE,IPC-L07-OP060-MES-GATE (Plant MES Integration Gateway),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Advantech,Direct Automation Europe,SN-SYNTH-PC-0049,,L07-OP060,IPC-L07-OP060-MES-GATE,"{""IPAddress"": ""192.168.10.50"", ""OperatingSystem"": ""Debian 12 Bookworm Industrial"", ""Model"": ""Advantech UNO-2271G Edge"", ""TwinCATProject"": ""MQTT / OPC UA Gateway active"", ""MESClient"": ""Audi Corporate Plant MES Gateway v3"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L07-OP060,org-line-07,Control Cabinet L07-OP060,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L08-OP030-DEDICATED,IPC-L08-OP030-DEDICATED (Dedicated 1:1 Controller),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-PC-0050,,L08-OP030,IPC-L08-OP030-DEDICATED,"{""IPAddress"": ""192.168.10.51"", ""OperatingSystem"": ""Windows 10 IoT Enterprise 2021 LTSC"", ""Model"": ""Embedded PC C6030 Fanless"", ""TwinCATProject"": ""TC3_Line08_Cell030.tsproj (Port 851)"", ""MESClient"": ""Audi MES Production Client v3.1"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L08-OP030,org-line-08,Control Cabinet L08-OP030,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L08-CONVEYOR-MAIN,IPC-L08-CONVEYOR-MAIN (Master Conveyor 1:n PLC),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-SYNTH-PC-0051,,L08-OP010,IPC-L08-CONVEYOR-MAIN,"{""IPAddress"": ""192.168.10.52"", ""OperatingSystem"": ""Windows 11 IoT Enterprise LTSC 2024"", ""Model"": ""SIMATIC IPC477E Industrial"", ""TwinCATProject"": ""TC3_Line08_PalletLoop.tsproj (Port 851)"", ""MESClient"": ""Siemens Opcenter Connector v4.2"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L08-OP010,org-line-08,Control Cabinet L08-OP010,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L08-ROB-ALPHA,IPC-L08-ROB-ALPHA (Distributed m:n Cell),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-SYNTH-PC-0052,,L08-OP080,IPC-L08-ROB-ALPHA,"{""IPAddress"": ""192.168.10.53"", ""OperatingSystem"": ""Windows 10 IoT Enterprise"", ""Model"": ""Advantech UNO-2484G Fanless Edge"", ""TwinCATProject"": ""TC3_Line08_RoboticsShared.tsproj (Port 851)"", ""MESClient"": ""KUKA KRC4 Edge Telemetry Connector"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L08-OP080,org-line-08,Control Cabinet L08-OP080,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L08-ROB-BETA,IPC-L08-ROB-BETA (Distributed m:n Cell),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-SYNTH-PC-0053,,L08-OP080,IPC-L08-ROB-BETA,"{""IPAddress"": ""192.168.10.54"", ""OperatingSystem"": ""Windows 10 IoT Enterprise"", ""Model"": ""Advantech UNO-2484G Fanless Edge"", ""TwinCATProject"": ""TC3_Line08_RoboticsShared.tsproj (Port 851)"", ""MESClient"": ""KUKA KRC4 Edge Telemetry Connector"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L08-OP080,org-line-08,Control Cabinet L08-OP080,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L08-OP060-PLC,IPC-L08-OP060-PLC (Motion & Safety PLC),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-PC-0054,,L08-OP060,IPC-L08-OP060-PLC,"{""IPAddress"": ""192.168.10.55"", ""OperatingSystem"": ""Windows 11 IoT Enterprise"", ""Model"": ""Embedded PC C6032 High-Perf"", ""TwinCATProject"": ""TC3_Line08_LaserMotion.tsproj (Port 851)"", ""MESClient"": ""Beckhoff ADS Telemetry Streamer"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L08-OP060,org-line-08,Control Cabinet L08-OP060,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L08-OP060-VISION,IPC-L08-OP060-VISION (Real-time Vision Inspector),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-SYNTH-PC-0055,,L08-OP060,IPC-L08-OP060-VISION,"{""IPAddress"": ""192.168.10.56"", ""OperatingSystem"": ""Windows 10 IoT Enterprise"", ""Model"": ""Dell OptiPlex 7090 Micro Edge"", ""TwinCATProject"": ""Vision GigE Cam Driver active"", ""MESClient"": ""Cognex In-Sight Explorer 6.5.0 Connector"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L08-OP060,org-line-08,Control Cabinet L08-OP060,InMachine,,,,False,Controls & Automation,,
ClientPc,IPC-L08-OP060-MES-GATE,IPC-L08-OP060-MES-GATE (Plant MES Integration Gateway),Controls Engineering (Synthetic AI Guild);Platform Operations (Synthetic AI Guild),Advantech,Direct Automation Europe,SN-SYNTH-PC-0056,,L08-OP060,IPC-L08-OP060-MES-GATE,"{""IPAddress"": ""192.168.10.57"", ""OperatingSystem"": ""Debian 12 Bookworm Industrial"", ""Model"": ""Advantech UNO-2271G Edge"", ""TwinCATProject"": ""MQTT / OPC UA Gateway active"", ""MESClient"": ""Audi Corporate Plant MES Gateway v3"", ""BeckhoffRtDriver"": ""TcRTEthernet active (Port 851 bound)"", ""Disks"": {""C:"": {""Caption"": ""C: (OS)"", ""TotalFreeGB"": 142.5, ""SizeGB"": 256.0}, ""D:"": {""Caption"": ""D: (Telemetry Spool)"", ""TotalFreeGB"": 680.0, ""SizeGB"": 1000.0}}, ""RAM"": ""32 GB DDR4-3200 Industrial ECC"", ""CPU"": ""Intel Core i7-1185GRE @ 2.80GHz (4 Cores / 8 Threads)""}",L08-OP060,org-line-08,Control Cabinet L08-OP060,InMachine,,,,False,Controls & Automation,,
HardwareComponent,COMP-CAM-Cognex-9912-L01-OP010-1,Cognex In-Sight 9912 12MP Camera (L01-OP010),Plant Maintenance (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-SYNTH-CMP-001-1,L01-OP010,L01-OP010,,"{""Resolution"": ""12MP"", ""Lens"": ""25mm"", ""Illumination"": ""Polarized Red""}",,org-line-01,L01-OP010 Mount Bay 1,InMachine,L01-OP010,,,False,Test,,
HardwareComponent,COMP-DRV-AX5118-L01-OP010-2,Beckhoff AX5118 Servo Drive 18A (L01-OP010),Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-CMP-001-2,L01-OP010,L01-OP010,,"{""Current"": ""18A"", ""Feedback"": ""OCT One Cable"", ""Channels"": 1}",,org-line-01,L01-OP010 Mount Bay 2,InMachine,L01-OP010,,,False,Robotics,,
HardwareComponent,COMP-DRV-AX5118-L01-OP020-1,Beckhoff AX5118 Servo Drive 18A (L01-OP020),Robotics & Cybernetics (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-CMP-002-1,L01-OP020,L01-OP020,,"{""Current"": ""18A"", ""Feedback"": ""OCT One Cable"", ""Channels"": 1}",,org-line-01,L01-OP020 Mount Bay 1,InMachine,L01-OP020,,,False,Robotics,,
HardwareComponent,COMP-ROB-KUKA-KR210-L01-OP020-2,KUKA KR210 R2700 Prime Robot Arm (L01-OP020),Robotics & Cybernetics (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-SYNTH-CMP-002-2,L01-OP020,L01-OP020,,"{""Payload"": ""210kg"", ""Reach"": ""2700mm"", ""Controller"": ""KRC4""}",,org-line-01,L01-OP020 Mount Bay 2,InMachine,L01-OP020,,,False,Robotics,,
HardwareComponent,COMP-ROB-KUKA-KR210-L01-OP030-1,KUKA KR210 R2700 Prime Robot Arm (L01-OP030),SMT & Microchips (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-SYNTH-CMP-003-1,L01-OP030,L01-OP030,,"{""Payload"": ""210kg"", ""Reach"": ""2700mm"", ""Controller"": ""KRC4""}",,org-line-01,L01-OP030 Mount Bay 1,InMachine,L01-OP030,,,False,Robotics,,
HardwareComponent,COMP-VAL-Festo-VTUG-L01-OP030-2,Festo VTUG Multi-Valve Terminal 16X (L01-OP030),SMT & Microchips (Synthetic AI Guild),Festo,Direct Automation Europe,SN-SYNTH-CMP-003-2,L01-OP030,L01-OP030,,"{""Valves"": 16, ""Bus"": ""Profinet"", ""AirPressure"": ""6.5 Bar""}",,org-line-01,L01-OP030 Mount Bay 2,InMachine,L01-OP030,,,False,Assembly,,
HardwareComponent,COMP-VAL-Festo-VTUG-L01-OP040-1,Festo VTUG Multi-Valve Terminal 16X (L01-OP040),Robotics & Cybernetics (Synthetic AI Guild),Festo,Direct Automation Europe,SN-SYNTH-CMP-004-1,L01-OP040,L01-OP040,,"{""Valves"": 16, ""Bus"": ""Profinet"", ""AirPressure"": ""6.5 Bar""}",,org-line-01,L01-OP040 Mount Bay 1,InMachine,L01-OP040,,,False,Assembly,,
HardwareComponent,COMP-SWI-Hirschmann-BOBCAT-L01-OP040-2,Hirschmann BOBCAT Managed Switch (L01-OP040),Robotics & Cybernetics (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-SYNTH-CMP-004-2,L01-OP040,L01-OP040,,"{""Ports"": 12, ""PoE"": true, ""Speed"": ""2.5Gbps""}",,org-line-01,L01-OP040 Mount Bay 2,InMachine,L01-OP040,,,False,Platform Operations,,
HardwareComponent,COMP-SWI-Hirschmann-BOBCAT-L01-OP050-1,Hirschmann BOBCAT Managed Switch (L01-OP050),Robotics & Cybernetics (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-SYNTH-CMP-005-1,L01-OP050,L01-OP050,,"{""Ports"": 12, ""PoE"": true, ""Speed"": ""2.5Gbps""}",,org-line-01,L01-OP050 Mount Bay 1,InMachine,L01-OP050,,,False,Platform Operations,,
SoftwareComponent,COMP-SW-TwinCAT3-RT-L01-OP050-2,Beckhoff TwinCAT 3 PLC Runtime License (L01-OP050),Robotics & Cybernetics (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-CMP-005-2,L01-OP050,L01-OP050,,"{""LicenseKey"": ""TC3-SYNTH-ENTERPRISE-100"", ""Version"": ""3.1.4026.10""}",,org-line-01,L01-OP050 Mount Bay 2,InMachine,L01-OP050,,,False,Controls & Automation,,
SoftwareComponent,COMP-SW-TwinCAT3-RT-L01-OP060-1,Beckhoff TwinCAT 3 PLC Runtime License (L01-OP060),SMT & Microchips (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-CMP-006-1,L01-OP060,L01-OP060,,"{""LicenseKey"": ""TC3-SYNTH-ENTERPRISE-100"", ""Version"": ""3.1.4026.10""}",,org-line-01,L01-OP060 Mount Bay 1,InMachine,L01-OP060,,,False,Controls & Automation,,
SoftwareComponent,COMP-SW-Opcenter-MES-L01-OP060-2,Siemens Opcenter MES Edge Connector (L01-OP060),SMT & Microchips (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-SYNTH-CMP-006-2,L01-OP060,L01-OP060,,"{""LicenseKey"": ""OPC-MES-SYNTH-V4"", ""Version"": ""4.2.0""}",,org-line-01,L01-OP060 Mount Bay 2,InMachine,L01-OP060,,,False,Platform Operations,,
SoftwareComponent,COMP-SW-Opcenter-MES-L01-OP070-1,Siemens Opcenter MES Edge Connector (L01-OP070),Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-SYNTH-CMP-007-1,L01-OP070,L01-OP070,,"{""LicenseKey"": ""OPC-MES-SYNTH-V4"", ""Version"": ""4.2.0""}",,org-line-01,L01-OP070 Mount Bay 1,InMachine,L01-OP070,,,False,Platform Operations,,
HardwareComponent,COMP-PLC-S7-1516F-L01-OP070-2,Siemens S7-1516F Safety PLC (L01-OP070),Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-SYNTH-CMP-007-2,L01-OP070,L01-OP070,,"{""Model"": ""1516F-3 PN/DP"", ""Safety"": ""SIL3"", ""Rack"": 1}",,org-line-01,L01-OP070 Mount Bay 2,InMachine,L01-OP070,,,False,Assembly,,
HardwareComponent,COMP-PLC-S7-1516F-L01-OP080-1,Siemens S7-1516F Safety PLC (L01-OP080),Robotics & Cybernetics (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-SYNTH-CMP-008-1,L01-OP080,L01-OP080,,"{""Model"": ""1516F-3 PN/DP"", ""Safety"": ""SIL3"", ""Rack"": 1}",,org-line-01,L01-OP080 Mount Bay 1,InMachine,L01-OP080,,,False,Assembly,,
HardwareComponent,COMP-CAM-Cognex-9912-L01-OP080-2,Cognex In-Sight 9912 12MP Camera (L01-OP080),Robotics & Cybernetics (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-SYNTH-CMP-008-2,L01-OP080,L01-OP080,,"{""Resolution"": ""12MP"", ""Lens"": ""25mm"", ""Illumination"": ""Polarized Red""}",,org-line-01,L01-OP080 Mount Bay 2,InMachine,L01-OP080,,,False,Test,,
HardwareComponent,COMP-CAM-Cognex-9912-L01-OP090-1,Cognex In-Sight 9912 12MP Camera (L01-OP090),Controls Engineering (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-SYNTH-CMP-009-1,L01-OP090,L01-OP090,,"{""Resolution"": ""12MP"", ""Lens"": ""25mm"", ""Illumination"": ""Polarized Red""}",,org-line-01,L01-OP090 Mount Bay 1,InMachine,L01-OP090,,,False,Test,,
HardwareComponent,COMP-DRV-AX5118-L01-OP090-2,Beckhoff AX5118 Servo Drive 18A (L01-OP090),Controls Engineering (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-CMP-009-2,L01-OP090,L01-OP090,,"{""Current"": ""18A"", ""Feedback"": ""OCT One Cable"", ""Channels"": 1}",,org-line-01,L01-OP090 Mount Bay 2,InMachine,L01-OP090,,,False,Robotics,,
HardwareComponent,COMP-DRV-AX5118-L01-OP100-1,Beckhoff AX5118 Servo Drive 18A (L01-OP100),Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-SYNTH-CMP-010-1,L01-OP100,L01-OP100,,"{""Current"": ""18A"", ""Feedback"": ""OCT One Cable"", ""Channels"": 1}",,org-line-01,L01-OP100 Mount Bay 1,InMachine,L01-OP100,,,False,Robotics,,
HardwareComponent,COMP-ROB-KUKA-KR210-L01-OP100-2,KUKA KR210 R2700 Prime Robot Arm (L01-OP100),Plant Maintenance (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-SYNTH-CMP-010-2,L01-OP100,L01-OP100,,"{""Payload"": ""210kg"", ""Reach"": ""2700mm"", ""Controller"": ""KRC4""}",,org-line-01,L01-OP100 Mount Bay 2,InMachine,L01-OP100,,,False,Robotics,,
HardwareComponent,COMP-ROB-KUKA-KR210-L01-OP110-1,KUKA KR210 R2700 Prime Robot Arm (L01-OP110),Controls Engineering (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-SYNTH-CMP-011-1,L01-OP110,L01-OP110,,"{""Payload"": ""210kg"", ""Reach"": ""2700mm"", ""Controller"": ""KRC4""}",,org-line-01,L01-OP110 Mount Bay 1,InMachine,L01-OP110,,,False,Robotics,,
HardwareComponent,COMP-VAL-Festo-VTUG-L01-OP110-2,Festo VTUG Multi-Valve Terminal 16X (L01-OP110),Controls Engineering (Synthetic AI Guild),Festo,Direct Automation Europe,SN-SYNTH-CMP-011-2,L01-OP110,L01-OP110,,"{""Valves"": 16, ""Bus"": ""Profinet"", ""AirPressure"": ""6.5 Bar""}",,org-line-01,L01-OP110 Mount Bay 2,InMachine,L01-OP110,,,False,Assembly,,
HardwareComponent,COMP-VAL-Festo-VTUG-L01-OP120-1,Festo VTUG Multi-Valve Terminal 16X (L01-OP120),Robotics & Cybernetics (Synthetic AI Guild),Festo,Direct Automation Europe,SN-SYNTH-CMP-012-1,L01-OP120,L01-OP120,,"{""Valves"": 16, ""Bus"": ""Profinet"", ""AirPressure"": ""6.5 Bar""}",,org-line-01,L01-OP120 Mount Bay 1,InMachine,L01-OP120,,,False,Assembly,,
HardwareComponent,COMP-SWI-Hirschmann-BOBCAT-L01-OP120-2,Hirschmann BOBCAT Managed Switch (L01-OP120),Robotics & Cybernetics (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-SYNTH-CMP-012-2,L01-OP120,L01-OP120,,"{""Ports"": 12, ""PoE"": true, ""Speed"": ""2.5Gbps""}",,org-line-01,L01-OP120 Mount Bay 2,InMachine,L01-OP120,,,False,Platform Operations,,
HardwareComponent,COMP-SWI-Hirschmann-BOBCAT-L02-OP010-1,Hirschmann BOBCAT Managed Switch (L02-OP010),Robotics & Cybernetics (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-SYNTH-CMP-013-1,L02-OP010,L02-OP010,,"{""Ports"": 12, ""PoE"": true, ""Speed"": ""2.5Gbps""}",,org-line-02,L02-OP010 Mount Bay 1,InMachine,L02-OP010,,,False,Platform Operations,,
